Date,Price,Open,High,Low,Vol.,Change %
05/04/2018,24873.7,26098.2,26404.3,24873.7,2.01M,-3.56%
05/07/2018,26595.7,25218.1,26595.7,24261.4,4.48M,6.92%
05/08/2018,27169.7,26595.7,28279.4,26327.8,3.79M,2.16%
05/09/2018,26787.0,26787.0,27743.7,26404.3,2.32M,-1.41%
05/10/2018,25026.7,26327.8,27246.2,24911.9,3.56M,-6.57%
05/11/2018,26021.7,25026.7,26174.7,24108.3,2.66M,3.98%
05/14/2018,26251.3,26480.9,26557.4,25792.1,1.15M,0.88%
05/15/2018,26480.9,26251.3,26787.0,26021.7,2.79M,0.87%
05/16/2018,25409.4,26098.2,26251.3,25371.1,2.34M,-4.05%
05/17/2018,25256.3,25409.4,25639.0,25026.7,1.89M,-0.60%
05/18/2018,25218.1,25256.3,25562.5,23725.6,3.69M,-0.15%
05/21/2018,24108.3,25218.1,25218.1,24108.3,3.03M,-4.40%
05/22/2018,22424.6,23725.6,24031.8,22424.6,3.92M,-6.98%
05/23/2018,23304.7,22041.9,23343.0,22003.6,2.29M,3.92%
05/24/2018,22692.4,23343.0,23534.3,22539.4,1.37M,-2.63%
05/25/2018,21200.0,22845.5,23036.8,21200.0,2.72M,-6.58%
05/28/2018,19745.9,20740.8,20817.3,19745.9,4.91M,-6.86%
05/29/2018,21123.5,20281.6,21123.5,19745.9,3.61M,6.98%
05/30/2018,21123.5,21429.6,21812.3,20932.1,2.70M,0.00%
05/31/2018,22386.3,20893.9,22501.1,20893.9,4.29M,5.98%
06/01/2018,22730.7,22195.0,23496.0,22041.9,4.57M,1.54%
06/04/2018,23343.0,22195.0,23419.5,21735.7,6.14M,2.69%
06/05/2018,23266.4,23189.9,23878.7,22654.2,3.86M,-0.33%
06/06/2018,24337.9,23304.7,24337.9,22807.2,3.19M,4.61%
06/07/2018,23878.7,24337.9,24644.1,23878.7,4.66M,-1.89%
06/08/2018,24108.3,23878.7,24261.4,23572.6,3.37M,0.96%
06/11/2018,23725.6,23802.2,24452.7,23725.6,2.92M,-1.59%
06/12/2018,22654.2,23189.9,23343.0,22080.2,5.43M,-4.52%
06/13/2018,22692.4,22654.2,22960.3,22309.8,2.10M,0.17%
06/14/2018,21659.2,22730.7,22883.8,21659.2,4.87M,-4.55%
06/15/2018,22195.0,21429.6,22195.0,21276.5,2.84M,2.47%
06/18/2018,20893.9,22195.0,22233.2,20817.3,3.61M,-5.86%
06/19/2018,20511.2,20511.2,20664.3,19439.7,6.87M,-1.83%
06/20/2018,21429.6,20740.8,21429.6,20396.4,2.97M,4.48%
06/21/2018,20511.2,21123.5,21429.6,20358.1,2.61M,-4.29%
06/22/2018,21046.9,19937.2,21161.7,19937.2,2.87M,2.61%
06/25/2018,21582.7,21467.9,21927.1,21353.1,2.44M,2.55%
06/26/2018,21276.5,21046.9,21506.1,20893.9,1.61M,-1.42%
06/27/2018,20511.2,21276.5,21582.7,20511.2,2.43M,-3.60%
